firstName,lastName,email,phone,title,companyName,department,seniority,linkedinUrl
Michelle,Gonzalez,michelle.gonzalez@metrotechnologies.com,+1-623-765-3458,"Social Media Strategist","Metro Technologies",SOCIAL_MEDIA,MANAGER,https://linkedin.com/in/michelle-gonzalez-9723
Donald,Gomez,donald.gomez@northernfitness.com,+1-949-639-4030,"Data Analyst","Northern Fitness",ANALYTICS_INSIGHTS,DIRECTOR,https://linkedin.com/in/donald-gomez-4567
Mary,Clark,mary.clark@northernfitness.com,+1-923-818-5780,"BD Executive","Northern Fitness",BUSINESS_DEVELOPMENT,ASSOCIATE,https://linkedin.com/in/mary-clark-3208
Matthew,Reyes,matthew.reyes@northernfitness.com,+1-529-526-8361,"Senior Creative Director","Northern Fitness",CREATIVE_SERVICES,ASSOCIATE,https://linkedin.com/in/matthew-reyes-1580
Thomas,Collins,thomas.collins@northernfitness.com,+1-321-201-4518,"Copywriter","Northern Fitness",CREATIVE_SERVICES,COORDINATOR,https://linkedin.com/in/thomas-collins-3312
Donna,Stewart,donna.stewart@americanfoods.com,+1-946-457-6463,"Data Analyst","American Foods",ANALYTICS_INSIGHTS,DIRECTOR,https://linkedin.com/in/donna-stewart-3202
Eric,Martin,eric.martin@americanfoods.com,+1-274-562-3186,"Social Media Director","American Foods",SOCIAL_MEDIA,DIRECTOR,https://linkedin.com/in/eric-martin-1020
Paul,Torres,paul.torres@americanfoods.com,+1-424-649-6432,"Senior Media Planner","American Foods",MEDIA_PLANNING,DIRECTOR,https://linkedin.com/in/paul-torres-8825
Anthony,Lee,anthony.lee@metrowireless.com,+1-598-621-5530,"Senior Creative Director","Metro Wireless",CREATIVE_SERVICES,VP,https://linkedin.com/in/anthony-lee-4501
Kimberly,Collins,kimberly.collins@metrowireless.com,+1-422-436-5289,"Data Analyst","Metro Wireless",ANALYTICS_INSIGHTS,MANAGER,https://linkedin.com/in/kimberly-collins-4021
Jessica,Adams,jessica.adams@urbanfitness.com,+1-706-655-1103,"VP of Strategy","Urban Fitness",STRATEGY_PLANNING,ASSOCIATE,https://linkedin.com/in/jessica-adams-9575
Melissa,Johnson,melissa.johnson@urbanfitness.com,+1-715-720-4274,"Programmatic Specialist","Urban Fitness",PROGRAMMATIC,EXECUTIVE,https://linkedin.com/in/melissa-johnson-7676
Charles,Green,charles.green@urbanfitness.com,+1-264-488-5150,"SEM Director","Urban Fitness",SEARCH_MARKETING,COORDINATOR,https://linkedin.com/in/charles-green-5647
Carol,Williams,carol.williams@urbanfitness.com,+1-740-700-9639,"Search Marketing Manager","Urban Fitness",SEARCH_MARKETING,MANAGER,https://linkedin.com/in/carol-williams-1489
Mary,Diaz,mary.diaz@firsttechnologies.com,+1-761-649-6890,"Social Media Specialist","First Technologies",SOCIAL_MEDIA,COORDINATOR,https://linkedin.com/in/mary-diaz-3654
Nicholas,Wright,nicholas.wright@firsttechnologies.com,+1-460-564-1597,"Associate Media Buyer","First Technologies",MEDIA_BUYING,MANAGER,https://linkedin.com/in/nicholas-wright-2947
Margaret,Carter,margaret.carter@unitededucation.com,+1-873-755-5726,"Associate Media Buyer","United Education",MEDIA_BUYING,VP,https://linkedin.com/in/margaret-carter-5541
Jessica,Sanchez,jessica.sanchez@unitededucation.com,+1-282-758-1974,"VP of Creative","United Education",CREATIVE_SERVICES,MANAGER,https://linkedin.com/in/jessica-sanchez-9624
Joshua,Clark,joshua.clark@unitededucation.com,+1-209-494-6847,"Associate Media Planner","United Education",MEDIA_PLANNING,DIRECTOR,https://linkedin.com/in/joshua-clark-5604
Karen,Ramirez,karen.ramirez@unitededucation.com,+1-803-600-9339,"VP of Programmatic","United Education",PROGRAMMATIC,ASSOCIATE,https://linkedin.com/in/karen-ramirez-1494
Sharon,Smith,sharon.smith@pacificfoods.com,+1-867-339-9097,"Account Director","Pacific Foods",ACCOUNT_MANAGEMENT,COORDINATOR,https://linkedin.com/in/sharon-smith-5744
Amy,Murphy,amy.murphy@pacificfoods.com,+1-421-513-7223,"Social Media Strategist","Pacific Foods",SOCIAL_MEDIA,COORDINATOR,https://linkedin.com/in/amy-murphy-6238
Margaret,Green,margaret.green@pacificfoods.com,+1-214-866-3172,"Digital Marketing Manager","Pacific Foods",DIGITAL_MARKETING,ASSOCIATE,https://linkedin.com/in/margaret-green-8636
John,Anderson,john.anderson@pacificfoods.com,+1-976-961-1452,"SEM Specialist","Pacific Foods",SEARCH_MARKETING,COORDINATOR,https://linkedin.com/in/john-anderson-2969
Betty,Nelson,betty.nelson@urbanmotors.com,+1-416-708-9050,"Digital Marketing Manager","Urban Motors",DIGITAL_MARKETING,EXECUTIVE,https://linkedin.com/in/betty-nelson-6591
Paul,Edwards,paul.edwards@urbanmotors.com,+1-365-679-8856,"Senior Account Manager","Urban Motors",ACCOUNT_MANAGEMENT,EXECUTIVE,https://linkedin.com/in/paul-edwards-3315
Robert,Nguyen,robert.nguyen@americaninsurance.com,+1-522-245-1185,"Copywriter","American Insurance",CREATIVE_SERVICES,DIRECTOR,https://linkedin.com/in/robert-nguyen-9648
Paul,Campbell,paul.campbell@americaninsurance.com,+1-674-857-1937,"Senior Analyst","American Insurance",ANALYTICS_INSIGHTS,ASSOCIATE,https://linkedin.com/in/paul-campbell-6872
Gary,Smith,gary.smith@americaninsurance.com,+1-344-443-1740,"Social Media Manager","American Insurance",SOCIAL_MEDIA,COORDINATOR,https://linkedin.com/in/gary-smith-8290
Anna,Mitchell,anna.mitchell@atlanticretail.com,+1-583-762-6852,"SEM Director","Atlantic Retail",SEARCH_MARKETING,ASSOCIATE,https://linkedin.com/in/anna-mitchell-4636
Edward,Stewart,edward.stewart@atlanticretail.com,+1-940-828-9982,"Media Planning Director","Atlantic Retail",MEDIA_PLANNING,VP,https://linkedin.com/in/edward-stewart-8102
Mary,Collins,mary.collins@atlanticretail.com,+1-917-790-7004,"Copywriter","Atlantic Retail",CREATIVE_SERVICES,MANAGER,https://linkedin.com/in/mary-collins-6182
David,Morales,david.morales@southernhealthcare.com,+1-874-242-1089,"Social Media Director","Southern Healthcare",SOCIAL_MEDIA,VP,https://linkedin.com/in/david-morales-4411
Christopher,Garcia,christopher.garcia@southernhealthcare.com,+1-842-716-8520,"Digital Strategist","Southern Healthcare",DIGITAL_MARKETING,EXECUTIVE,https://linkedin.com/in/christopher-garcia-8140
Susan,Nelson,susan.nelson@southernhealthcare.com,+1-989-901-8898,"Associate Media Planner","Southern Healthcare",MEDIA_PLANNING,DIRECTOR,https://linkedin.com/in/susan-nelson-3744
Jeffrey,Cruz,jeffrey.cruz@southernhealthcare.com,+1-331-781-5900,"Digital Marketing Specialist","Southern Healthcare",DIGITAL_MARKETING,COORDINATOR,https://linkedin.com/in/jeffrey-cruz-2234
Matthew,Taylor,matthew.taylor@atlanticmedia.com,+1-723-970-4395,"VP of Analytics","Atlantic Media",ANALYTICS_INSIGHTS,DIRECTOR,https://linkedin.com/in/matthew-taylor-6318
Deborah,Walker,deborah.walker@atlanticmedia.com,+1-967-515-2705,"VP of Search","Atlantic Media",SEARCH_MARKETING,MANAGER,https://linkedin.com/in/deborah-walker-7020
Joseph,Jackson,joseph.jackson@atlanticmedia.com,+1-771-945-9685,"Strategist","Atlantic Media",STRATEGY_PLANNING,MANAGER,https://linkedin.com/in/joseph-jackson-8320
Jacob,Morales,jacob.morales@atlanticmedia.com,+1-347-634-9278,"Senior Account Manager","Atlantic Media",ACCOUNT_MANAGEMENT,ASSOCIATE,https://linkedin.com/in/jacob-morales-5833
Gary,Morales,gary.morales@pacificeducation.com,+1-578-495-5783,"Programmatic Director","Pacific Education",PROGRAMMATIC,COORDINATOR,https://linkedin.com/in/gary-morales-9685
Edward,Thomas,edward.thomas@pacificeducation.com,+1-769-313-6697,"VP of Media Planning","Pacific Education",MEDIA_PLANNING,COORDINATOR,https://linkedin.com/in/edward-thomas-6229
Sandra,Campbell,sandra.campbell@pacificeducation.com,+1-437-552-9857,"Account Director","Pacific Education",ACCOUNT_MANAGEMENT,COORDINATOR,https://linkedin.com/in/sandra-campbell-9020
Barbara,King,barbara.king@pacificeducation.com,+1-439-870-8669,"Account Executive","Pacific Education",ACCOUNT_MANAGEMENT,VP,https://linkedin.com/in/barbara-king-8046
Nancy,Taylor,nancy.taylor@nationalinsurance.com,+1-543-565-3169,"Account Manager","National Insurance",ACCOUNT_MANAGEMENT,ASSOCIATE,https://linkedin.com/in/nancy-taylor-5565
Sharon,Baker,sharon.baker@nationalinsurance.com,+1-304-965-5791,"Search Strategist","National Insurance",SEARCH_MARKETING,COORDINATOR,https://linkedin.com/in/sharon-baker-8465
Mary,Roberts,mary.roberts@pacificeducation.com,+1-510-261-8435,"Social Media Director","Pacific Education",SOCIAL_MEDIA,EXECUTIVE,https://linkedin.com/in/mary-roberts-6599
Brian,Jackson,brian.jackson@pacificeducation.com,+1-469-597-3950,"Art Director","Pacific Education",CREATIVE_SERVICES,DIRECTOR,https://linkedin.com/in/brian-jackson-5299
Angela,Harris,angela.harris@pacificeducation.com,+1-279-538-6931,"Media Buying Director","Pacific Education",MEDIA_BUYING,MANAGER,https://linkedin.com/in/angela-harris-2748
Jonathan,White,jonathan.white@southernwireless.com,+1-560-239-1720,"Media Buying Director","Southern Wireless",MEDIA_BUYING,VP,https://linkedin.com/in/jonathan-white-7188
Jennifer,White,jennifer.white@southernwireless.com,+1-757-222-8470,"SEM Director","Southern Wireless",SEARCH_MARKETING,COORDINATOR,https://linkedin.com/in/jennifer-white-6749
Nicholas,Wilson,nicholas.wilson@southernwireless.com,+1-671-589-5011,"Media Planning Director","Southern Wireless",MEDIA_PLANNING,COORDINATOR,https://linkedin.com/in/nicholas-wilson-3327
Stephanie,Lee,stephanie.lee@centralbank.com,+1-409-540-5781,"Account Executive","Central Bank",ACCOUNT_MANAGEMENT,MANAGER,https://linkedin.com/in/stephanie-lee-8007
Mark,Turner,mark.turner@centralbank.com,+1-823-613-3980,"VP of Creative","Central Bank",CREATIVE_SERVICES,MANAGER,https://linkedin.com/in/mark-turner-5643
Jennifer,Parker,jennifer.parker@centralbank.com,+1-561-953-5118,"Account Executive","Central Bank",ACCOUNT_MANAGEMENT,COORDINATOR,https://linkedin.com/in/jennifer-parker-4361
Jason,Miller,jason.miller@metrofitness.com,+1-739-297-6087,"Senior Account Manager","Metro Fitness",ACCOUNT_MANAGEMENT,EXECUTIVE,https://linkedin.com/in/jason-miller-2870
William,Robinson,william.robinson@metrofitness.com,+1-662-904-6312,"Media Planning Director","Metro Fitness",MEDIA_PLANNING,MANAGER,https://linkedin.com/in/william-robinson-3187
Sarah,Campbell,sarah.campbell@metrofitness.com,+1-675-523-6723,"SEM Specialist","Metro Fitness",SEARCH_MARKETING,DIRECTOR,https://linkedin.com/in/sarah-campbell-5847
Donna,Rodriguez,donna.rodriguez@metrofitness.com,+1-693-905-9325,"Programmatic Trader","Metro Fitness",PROGRAMMATIC,VP,https://linkedin.com/in/donna-rodriguez-4751
Ashley,Martin,ashley.martin@pacificwireless.com,+1-446-761-5176,"Search Strategist","Pacific Wireless",SEARCH_MARKETING,COORDINATOR,https://linkedin.com/in/ashley-martin-5917
Jonathan,Allen,jonathan.allen@pacificwireless.com,+1-289-759-5109,"Business Development Manager","Pacific Wireless",BUSINESS_DEVELOPMENT,VP,https://linkedin.com/in/jonathan-allen-1588
John,Torres,john.torres@atlanticwireless.com,+1-826-535-5523,"Account Manager","Atlantic Wireless",ACCOUNT_MANAGEMENT,DIRECTOR,https://linkedin.com/in/john-torres-7090
Andrew,Martin,andrew.martin@atlanticwireless.com,+1-799-912-4401,"Senior Media Buyer","Atlantic Wireless",MEDIA_BUYING,COORDINATOR,https://linkedin.com/in/andrew-martin-2415
Donald,Harris,donald.harris@metrotechnologies.com,+1-949-293-3347,"Programmatic Specialist","Metro Technologies",PROGRAMMATIC,DIRECTOR,https://linkedin.com/in/donald-harris-5794
George,Johnson,george.johnson@metrotechnologies.com,+1-449-739-2041,"Creative Director","Metro Technologies",CREATIVE_SERVICES,EXECUTIVE,https://linkedin.com/in/george-johnson-9261
Eric,Clark,eric.clark@americaneducation.com,+1-626-648-8096,"Programmatic Trader","American Education",PROGRAMMATIC,MANAGER,https://linkedin.com/in/eric-clark-6998
Ryan,White,ryan.white@americaneducation.com,+1-825-360-1571,"Founder","American Education",LEADERSHIP,VP,https://linkedin.com/in/ryan-white-1946
David,Moore,david.moore@americaneducation.com,+1-875-439-1999,"SEM Specialist","American Education",SEARCH_MARKETING,EXECUTIVE,https://linkedin.com/in/david-moore-6146
Joseph,Taylor,joseph.taylor@americaneducation.com,+1-965-861-1981,"Data Analyst","American Education",ANALYTICS_INSIGHTS,COORDINATOR,https://linkedin.com/in/joseph-taylor-7277
Elizabeth,Rivera,elizabeth.rivera@atlanticfitness.com,+1-690-281-8258,"VP of Analytics","Atlantic Fitness",ANALYTICS_INSIGHTS,EXECUTIVE,https://linkedin.com/in/elizabeth-rivera-1077
Eric,White,eric.white@atlanticfitness.com,+1-738-830-3459,"Founder","Atlantic Fitness",LEADERSHIP,ASSOCIATE,https://linkedin.com/in/eric-white-3309
Kenneth,Carter,kenneth.carter@atlanticfitness.com,+1-994-497-4999,"Senior Media Buyer","Atlantic Fitness",MEDIA_BUYING,MANAGER,https://linkedin.com/in/kenneth-carter-9487
Brenda,Thompson,brenda.thompson@atlanticfitness.com,+1-837-872-5443,"Account Director","Atlantic Fitness",ACCOUNT_MANAGEMENT,COORDINATOR,https://linkedin.com/in/brenda-thompson-6941
Linda,Turner,linda.turner@westernbank.com,+1-621-539-6532,"CMO","Western Bank",LEADERSHIP,EXECUTIVE,https://linkedin.com/in/linda-turner-9153
Paul,Hall,paul.hall@westernbank.com,+1-519-636-2482,"Digital Marketing Manager","Western Bank",DIGITAL_MARKETING,DIRECTOR,https://linkedin.com/in/paul-hall-4573
Charles,Wright,charles.wright@southernfitness.com,+1-493-689-9959,"Digital Marketing Director","Southern Fitness",DIGITAL_MARKETING,COORDINATOR,https://linkedin.com/in/charles-wright-2544
Amy,Roberts,amy.roberts@southernfitness.com,+1-286-389-2492,"VP of Strategy","Southern Fitness",STRATEGY_PLANNING,MANAGER,https://linkedin.com/in/amy-roberts-3772
Jennifer,Baker,jennifer.baker@metroinsurance.com,+1-472-840-8306,"Social Media Strategist","Metro Insurance",SOCIAL_MEDIA,COORDINATOR,https://linkedin.com/in/jennifer-baker-7435
Sharon,Torres,sharon.torres@metroinsurance.com,+1-480-784-1079,"Senior Account Manager","Metro Insurance",ACCOUNT_MANAGEMENT,DIRECTOR,https://linkedin.com/in/sharon-torres-3370
Timothy,Baker,timothy.baker@metroinsurance.com,+1-719-223-8358,"CEO","Metro Insurance",LEADERSHIP,MANAGER,https://linkedin.com/in/timothy-baker-1868
David,Jackson,david.jackson@metroinsurance.com,+1-657-714-8662,"Data Analyst","Metro Insurance",ANALYTICS_INSIGHTS,MANAGER,https://linkedin.com/in/david-jackson-3975
Kenneth,Brown,kenneth.brown@globalretail.com,+1-737-461-2001,"Senior Media Planner","Global Retail",MEDIA_PLANNING,DIRECTOR,https://linkedin.com/in/kenneth-brown-7898
Joseph,Flores,joseph.flores@globalretail.com,+1-929-302-9652,"Digital Strategist","Global Retail",DIGITAL_MARKETING,EXECUTIVE,https://linkedin.com/in/joseph-flores-8343
David,Williams,david.williams@globalretail.com,+1-427-534-1936,"BD Director","Global Retail",BUSINESS_DEVELOPMENT,VP,https://linkedin.com/in/david-williams-8026
Patricia,Morris,patricia.morris@globalretail.com,+1-421-420-1634,"Digital Marketing Director","Global Retail",DIGITAL_MARKETING,MANAGER,https://linkedin.com/in/patricia-morris-2731
Stephen,Perez,stephen.perez@midwesttravel.com,+1-620-205-4261,"CMO","Midwest Travel",LEADERSHIP,ASSOCIATE,https://linkedin.com/in/stephen-perez-4947
Eric,Thomas,eric.thomas@midwesttravel.com,+1-624-437-8787,"Strategist","Midwest Travel",STRATEGY_PLANNING,DIRECTOR,https://linkedin.com/in/eric-thomas-8687
Laura,White,laura.white@midwesttravel.com,+1-556-608-5373,"Media Planner","Midwest Travel",MEDIA_PLANNING,ASSOCIATE,https://linkedin.com/in/laura-white-2675
Elizabeth,Thomas,elizabeth.thomas@midwesttravel.com,+1-479-434-2266,"Social Media Specialist","Midwest Travel",SOCIAL_MEDIA,ASSOCIATE,https://linkedin.com/in/elizabeth-thomas-6182
Emily,Murphy,emily.murphy@unitededucation.com,+1-996-851-5665,"Digital Marketing Director","United Education",DIGITAL_MARKETING,VP,https://linkedin.com/in/emily-murphy-3362
James,Carter,james.carter@unitededucation.com,+1-223-821-2967,"Search Strategist","United Education",SEARCH_MARKETING,MANAGER,https://linkedin.com/in/james-carter-7537
Emily,Martin,emily.martin@premiermotors.com,+1-301-396-2195,"Digital Marketing Manager","Premier Motors",DIGITAL_MARKETING,DIRECTOR,https://linkedin.com/in/emily-martin-2973
Edward,Carter,edward.carter@premiermotors.com,+1-847-956-1411,"Social Media Director","Premier Motors",SOCIAL_MEDIA,EXECUTIVE,https://linkedin.com/in/edward-carter-2534
Linda,Evans,linda.evans@premiermotors.com,+1-693-331-5539,"Strategy Director","Premier Motors",STRATEGY_PLANNING,DIRECTOR,https://linkedin.com/in/linda-evans-1565
Thomas,Phillips,thomas.phillips@premiermotors.com,+1-426-522-7346,"VP of Analytics","Premier Motors",ANALYTICS_INSIGHTS,COORDINATOR,https://linkedin.com/in/thomas-phillips-4376
Jonathan,Jones,jonathan.jones@firstwireless.com,+1-628-481-3413,"BD Director","First Wireless",BUSINESS_DEVELOPMENT,MANAGER,https://linkedin.com/in/jonathan-jones-9039
Steven,Rivera,steven.rivera@firstwireless.com,+1-860-858-2280,"VP of Business Development","First Wireless",BUSINESS_DEVELOPMENT,MANAGER,https://linkedin.com/in/steven-rivera-6538
Michael,Walker,michael.walker@firstwireless.com,+1-411-625-2998,"Social Media Specialist","First Wireless",SOCIAL_MEDIA,DIRECTOR,https://linkedin.com/in/michael-walker-3543
Charles,Rodriguez,charles.rodriguez@firstwireless.com,+1-836-717-1306,"Senior Account Manager","First Wireless",ACCOUNT_MANAGEMENT,VP,https://linkedin.com/in/charles-rodriguez-3291
Betty,Jones,betty.jones@pacificwireless.com,+1-821-425-5580,"VP of Business Development","Pacific Wireless",BUSINESS_DEVELOPMENT,VP,https://linkedin.com/in/betty-jones-1100
Anthony,Gonzalez,anthony.gonzalez@pacificwireless.com,+1-770-432-8404,"Media Planning Director","Pacific Wireless",MEDIA_PLANNING,DIRECTOR,https://linkedin.com/in/anthony-gonzalez-4227
Richard,Martin,richard.martin@pacificwireless.com,+1-304-497-1827,"Associate Media Planner","Pacific Wireless",MEDIA_PLANNING,MANAGER,https://linkedin.com/in/richard-martin-2418
Timothy,Scott,timothy.scott@atlanticfoods.com,+1-298-287-9008,"Digital Marketing Specialist","Atlantic Foods",DIGITAL_MARKETING,MANAGER,https://linkedin.com/in/timothy-scott-5498
Kevin,Campbell,kevin.campbell@atlanticfoods.com,+1-482-597-8638,"VP of Social","Atlantic Foods",SOCIAL_MEDIA,DIRECTOR,https://linkedin.com/in/kevin-campbell-6701
Daniel,Wilson,daniel.wilson@atlanticfoods.com,+1-260-579-5153,"Account Executive","Atlantic Foods",ACCOUNT_MANAGEMENT,EXECUTIVE,https://linkedin.com/in/daniel-wilson-6447
Gary,Harris,gary.harris@atlanticfoods.com,+1-688-917-9225,"Media Buying Director","Atlantic Foods",MEDIA_BUYING,EXECUTIVE,https://linkedin.com/in/gary-harris-6995
Rebecca,Thompson,rebecca.thompson@firstwireless.com,+1-274-649-5057,"Strategy Director","First Wireless",STRATEGY_PLANNING,ASSOCIATE,https://linkedin.com/in/rebecca-thompson-8843
Ashley,Hill,ashley.hill@firstwireless.com,+1-371-611-1398,"Account Director","First Wireless",ACCOUNT_MANAGEMENT,VP,https://linkedin.com/in/ashley-hill-5473
Susan,Hall,susan.hall@firstwireless.com,+1-656-584-8859,"Data Analyst","First Wireless",ANALYTICS_INSIGHTS,COORDINATOR,https://linkedin.com/in/susan-hall-3172
Donald,Lopez,donald.lopez@midwestfitness.com,+1-656-798-1930,"Media Buying Director","Midwest Fitness",MEDIA_BUYING,DIRECTOR,https://linkedin.com/in/donald-lopez-9555
Steven,Morris,steven.morris@midwestfitness.com,+1-261-706-8800,"Art Director","Midwest Fitness",CREATIVE_SERVICES,VP,https://linkedin.com/in/steven-morris-4069
Amanda,Hill,amanda.hill@midwestfitness.com,+1-784-545-4644,"Senior Media Planner","Midwest Fitness",MEDIA_PLANNING,VP,https://linkedin.com/in/amanda-hill-3441
Susan,Jones,susan.jones@midwestfitness.com,+1-364-892-8772,"VP of Media Planning","Midwest Fitness",MEDIA_PLANNING,EXECUTIVE,https://linkedin.com/in/susan-jones-3954
Charles,Green,charles.green@firsteducation.com,+1-711-255-1460,"Social Media Manager","First Education",SOCIAL_MEDIA,MANAGER,https://linkedin.com/in/charles-green-6955
Elizabeth,Walker,elizabeth.walker@firsteducation.com,+1-720-376-9128,"Media Planning Director","First Education",MEDIA_PLANNING,DIRECTOR,https://linkedin.com/in/elizabeth-walker-4421
Patricia,Murphy,patricia.murphy@nationalgaming.com,+1-852-894-4683,"Social Media Director","National Gaming",SOCIAL_MEDIA,VP,https://linkedin.com/in/patricia-murphy-9273
Matthew,Turner,matthew.turner@nationalgaming.com,+1-991-370-1639,"Media Planner","National Gaming",MEDIA_PLANNING,VP,https://linkedin.com/in/matthew-turner-4530
Elizabeth,Murphy,elizabeth.murphy@firstmotors.com,+1-788-325-2436,"Business Development Manager","First Motors",BUSINESS_DEVELOPMENT,MANAGER,https://linkedin.com/in/elizabeth-murphy-6210
Barbara,Mitchell,barbara.mitchell@firstmotors.com,+1-813-941-2225,"Media Buying Director","First Motors",MEDIA_BUYING,COORDINATOR,https://linkedin.com/in/barbara-mitchell-1803
John,Cruz,john.cruz@urbaneducation.com,+1-338-312-9490,"Search Marketing Manager","Urban Education",SEARCH_MARKETING,DIRECTOR,https://linkedin.com/in/john-cruz-6297
Barbara,Turner,barbara.turner@urbaneducation.com,+1-736-401-8654,"Digital Marketing Manager","Urban Education",DIGITAL_MARKETING,MANAGER,https://linkedin.com/in/barbara-turner-1123
Andrew,Turner,andrew.turner@urbaneducation.com,+1-216-920-3883,"Social Media Director","Urban Education",SOCIAL_MEDIA,COORDINATOR,https://linkedin.com/in/andrew-turner-7897
David,Hill,david.hill@metrofashion.com,+1-724-278-9623,"Social Media Director","Metro Fashion",SOCIAL_MEDIA,VP,https://linkedin.com/in/david-hill-3277
Jason,Torres,jason.torres@metrofashion.com,+1-339-487-1911,"VP of Analytics","Metro Fashion",ANALYTICS_INSIGHTS,MANAGER,https://linkedin.com/in/jason-torres-9109
James,Smith,james.smith@metrofashion.com,+1-868-904-3682,"VP of Social","Metro Fashion",SOCIAL_MEDIA,MANAGER,https://linkedin.com/in/james-smith-8740
Cynthia,Gomez,cynthia.gomez@metrowireless.com,+1-238-580-7169,"Programmatic Trader","Metro Wireless",PROGRAMMATIC,MANAGER,https://linkedin.com/in/cynthia-gomez-1920
Steven,Young,steven.young@metrowireless.com,+1-254-539-5525,"VP of Strategy","Metro Wireless",STRATEGY_PLANNING,MANAGER,https://linkedin.com/in/steven-young-7217
Angela,King,angela.king@metrowireless.com,+1-782-696-9271,"Senior Strategist","Metro Wireless",STRATEGY_PLANNING,DIRECTOR,https://linkedin.com/in/angela-king-9558
Kenneth,Murphy,kenneth.murphy@metrowireless.com,+1-231-808-6112,"VP of Accounts","Metro Wireless",ACCOUNT_MANAGEMENT,VP,https://linkedin.com/in/kenneth-murphy-6402
Mark,Turner,mark.turner@globalinsurance.com,+1-584-364-4625,"Search Strategist","Global Insurance",SEARCH_MARKETING,COORDINATOR,https://linkedin.com/in/mark-turner-5921
Brenda,Jones,brenda.jones@globalinsurance.com,+1-431-716-2414,"Creative Director","Global Insurance",CREATIVE_SERVICES,DIRECTOR,https://linkedin.com/in/brenda-jones-8731
Laura,Ramirez,laura.ramirez@metrohealthcare.com,+1-702-239-9599,"Strategic Planner","Metro Healthcare",STRATEGY_PLANNING,VP,https://linkedin.com/in/laura-ramirez-7451
Angela,Martinez,angela.martinez@metrohealthcare.com,+1-710-208-4474,"Senior Account Manager","Metro Healthcare",ACCOUNT_MANAGEMENT,DIRECTOR,https://linkedin.com/in/angela-martinez-7993
Sarah,Torres,sarah.torres@southernbank.com,+1-694-874-3490,"VP of Business Development","Southern Bank",BUSINESS_DEVELOPMENT,COORDINATOR,https://linkedin.com/in/sarah-torres-7300
Kenneth,Roberts,kenneth.roberts@southernbank.com,+1-688-698-8969,"Digital Strategist","Southern Bank",DIGITAL_MARKETING,MANAGER,https://linkedin.com/in/kenneth-roberts-7032
Jennifer,Jones,jennifer.jones@firstwireless.com,+1-617-415-6899,"VP of Accounts","First Wireless",ACCOUNT_MANAGEMENT,EXECUTIVE,https://linkedin.com/in/jennifer-jones-1633
David,Lopez,david.lopez@firstwireless.com,+1-658-392-9709,"Account Executive","First Wireless",ACCOUNT_MANAGEMENT,MANAGER,https://linkedin.com/in/david-lopez-1716
Andrew,Reyes,andrew.reyes@firstwireless.com,+1-426-969-4322,"Art Director","First Wireless",CREATIVE_SERVICES,EXECUTIVE,https://linkedin.com/in/andrew-reyes-4756
George,Edwards,george.edwards@firstwireless.com,+1-215-542-6732,"BD Director","First Wireless",BUSINESS_DEVELOPMENT,DIRECTOR,https://linkedin.com/in/george-edwards-5311
Michelle,Jones,michelle.jones@nationaltechnologies.com,+1-241-954-6702,"Account Manager","National Technologies",ACCOUNT_MANAGEMENT,DIRECTOR,https://linkedin.com/in/michelle-jones-5487
Sandra,Campbell,sandra.campbell@nationaltechnologies.com,+1-501-538-6023,"VP of Digital","National Technologies",DIGITAL_MARKETING,MANAGER,https://linkedin.com/in/sandra-campbell-7095
Ronald,Martinez,ronald.martinez@nationaltechnologies.com,+1-275-509-5129,"Managing Director","National Technologies",LEADERSHIP,EXECUTIVE,https://linkedin.com/in/ronald-martinez-9178
Rebecca,Martinez,rebecca.martinez@urbaninsurance.com,+1-454-561-5697,"SEM Director","Urban Insurance",SEARCH_MARKETING,EXECUTIVE,https://linkedin.com/in/rebecca-martinez-2247
Amanda,Robinson,amanda.robinson@urbaninsurance.com,+1-991-400-4964,"Senior Media Planner","Urban Insurance",MEDIA_PLANNING,ASSOCIATE,https://linkedin.com/in/amanda-robinson-6952
Brian,Lopez,brian.lopez@globalfoods.com,+1-966-783-8291,"VP of Business Development","Global Foods",BUSINESS_DEVELOPMENT,DIRECTOR,https://linkedin.com/in/brian-lopez-3371
Jennifer,Evans,jennifer.evans@globalfoods.com,+1-763-290-8431,"Founder","Global Foods",LEADERSHIP,COORDINATOR,https://linkedin.com/in/jennifer-evans-3679
Ronald,Lewis,ronald.lewis@metrofashion.com,+1-415-536-8117,"Business Development Manager","Metro Fashion",BUSINESS_DEVELOPMENT,COORDINATOR,https://linkedin.com/in/ronald-lewis-1608
Paul,Roberts,paul.roberts@metrofashion.com,+1-204-713-5391,"Account Executive","Metro Fashion",ACCOUNT_MANAGEMENT,DIRECTOR,https://linkedin.com/in/paul-roberts-7067
Mary,Gomez,mary.gomez@metrofashion.com,+1-493-246-8091,"Senior Analyst","Metro Fashion",ANALYTICS_INSIGHTS,VP,https://linkedin.com/in/mary-gomez-5313
Stephanie,King,stephanie.king@metrofashion.com,+1-283-721-8630,"Programmatic Manager","Metro Fashion",PROGRAMMATIC,COORDINATOR,https://linkedin.com/in/stephanie-king-4133
Shirley,Young,shirley.young@metrowireless.com,+1-881-371-3995,"Programmatic Trader","Metro Wireless",PROGRAMMATIC,MANAGER,https://linkedin.com/in/shirley-young-5815
